SHV 0529467-693825        05 29 22.66 -69 36 13.0 X0101 55226.2003     fits/xsl_spectrum_X0101_merged_ncl_ncge.fits 
SHV 0530380-702618        05 30 05.81 -70 24 06.9 X0807 56581.3405     fits/xsl_spectrum_X0807_merged.fits 
SHV 0530380-702618        05 30 05.81 -70 24 06.9 X0808 56581.3512     fits/xsl_spectrum_X0808_merged_ncl.fits 
[M2002] LMC 148035        05 30 35.54 -68 59 23.4 X0119 55240.0406     fits/xsl_spectrum_X0119_merged.fits 
[M2002] LMC 150040        05 31 09.27 -67 25 55.0 X0120 55240.0491     fits/xsl_spectrum_X0120_merged.fits 
SHV 0531398-701050        05 31 10.18 -70 08 43.6 X0811 56584.2885     fits/xsl_spectrum_X0811_merged.fits 
SHV 0531398-701050        05 31 10.18 -70 08 43.6 X0812 56584.2997 NIR fits/xsl_spectrum_X0812_merged_ncl.fits    
HD 36395                  05 31 27.40 -03 40 38.0 X0830 56595.3566 NIR fits/xsl_spectrum_X0830_merged.fits     
SHV 0531582-701623        05 31 27.52 -70 14 16.8 X0813 56584.3214     fits/xsl_spectrum_X0813_merged_ncl.fits 
SHV 0531582-701623        05 31 27.52 -70 14 16.8 X0814 56584.3321     fits/xsl_spectrum_X0814_merged_ncl.fits 
HD 36702                  05 31 52.30 -38 33 24.0 X0827 56589.2914     fits/xsl_spectrum_X0827_merged.fits 
HD 37763                  05 31 52.83 -76 20 27.2 X0298 55465.1796     fits/xsl_spectrum_X0298_merged_scl.fits 
SHV 0533015-720047        05 32 11.05 -71 58 48.8 X0102 55226.2110     fits/xsl_spectrum_X0102_merged_ncl_ncge.fits 
SHV 0533130-702409        05 32 40.86 -70 22 07.5 X0815 56584.3475     fits/xsl_spectrum_X0815_merged.fits 
[M2002] LMC 157533        05 33 29.60 -67 31 37.6 X0825 56587.3497     fits/xsl_spectrum_X0825_merged.fits 
[M2002] LMC 158646        05 33 52.18 -69 11 13.5 X0241 55429.4153     fits/xsl_spectrum_X0241_merged.fits 
[M2002] LMC 159974        05 34 21.43 -69 22 00.2 X0797 56579.2889     fits/xsl_spectrum_X0797_merged.fits 
SHV 0534578-702532        05 34 25.33 -70 23 38.4 X0821 56586.3348     fits/xsl_spectrum_X0821_merged.fits 
SHV 0534578-702532        05 34 25.33 -70 23 38.4 X0822 56586.3460     fits/xsl_spectrum_X0822_merged_ncl.fits 
SHV 0534578-702532        05 34 25.33 -70 23 38.4 X0823 56586.3571     fits/xsl_spectrum_X0823_merged_ncl.fits 
SHV 0535237-700720        05 34 54.19 -70 05 29.9 X0818 56586.2893 NIR fits/xsl_spectrum_X0818_merged.fits        
SHV 0535237-700720        05 34 54.19 -70 05 29.9 X0819 56586.3006     fits/xsl_spectrum_X0819_merged_ncl_ncge.fits 
SHV 0535237-700720        05 34 54.19 -70 05 29.9 X0820 56586.3115 NIR fits/xsl_spectrum_X0820_merged_ncl.fits     
[M2002] LMC 162635        05 35 24.53 -69 04 03.3 X0265 55439.3921     fits/xsl_spectrum_X0265_merged.fits 
SHV 0536139-701604        05 35 42.81 -70 14 16.3 X0103 55226.2269     fits/xsl_spectrum_X0103_merged_ncl.fits 
[M2002] LMC 168757        05 37 36.80 -69 29 23.5 X0266 55439.4008     fits/xsl_spectrum_X0266_merged.fits 
[M2002] LMC 170452        05 38 16.00 -69 10 11.2 X0148 55392.4105     fits/xsl_spectrum_X0148_merged.fits 
HD 37828                  05 40 54.64 -11 12 00.1 X0097 55224.0808     fits/xsl_spectrum_X0097_merged_scl.fits 
HD 37828                  05 40 54.64 -11 12 00.1 X0304 55467.3916     fits/xsl_spectrum_X0304_merged_scl.fits      Continuum poor between 1 and 1.4 micro-m (prefer X0097)  
SHV 0542111-683837        05 41 54.71 -68 37 18.7 X0809 56581.3659     fits/xsl_spectrum_X0809_merged.fits 
SHV 0542111-683837        05 41 54.71 -68 37 18.7 X0810 56581.3757     fits/xsl_spectrum_X0810_merged_ncl.fits 
SHV 0543367-695800        05 43 08.04 -69 56 45.5 X0117 55237.0630     fits/xsl_spectrum_X0117_merged_ncl.fits 
HD 38145                  05 43 42.23 +04 00 15.3 X0831 56595.3622     fits/xsl_spectrum_X0831_merged.fits 
HD 38237                  05 44 30.59 +04 20 21.0 X0285 55461.2934     fits/xsl_spectrum_X0285_merged.fits 
HD 270110                 05 46 59.25 -70 06 15.6 X0824 56587.3320     fits/xsl_spectrum_X0824_merged.fits 
HD 38769                  05 48 14.65 +01 36 34.9 X0816 56584.3594     fits/xsl_spectrum_X0816_merged.fits 
HD 38856                  05 48 45.97 +00 43 32.0 X0771 56553.3814     fits/xsl_spectrum_X0771_merged.fits 
HD 38856                  05 48 45.97 +00 43 32.0 X0817 56584.3652     fits/xsl_spectrum_X0817_merged.fits 
SHV 0549503-704331        05 49 13.34 -70 42 40.6 X0037 55116.3580     fits/xsl_spectrum_X0037_merged.fits 
